PurchaseID,Date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35
113,2/27/2000,sandwich loaves,sandwich loaves,vegetables,paper towels,vegetables,pasta,dishwashing liquid/detergent,ketchup,soda,soda,sandwich bags,dinner rolls,all- purpose,ketchup,waffles,spaghetti sauce,vegetables,shampoo,aluminum foil,,,,,,,,,,,,,,,,
114,2/27/2000,dinner rolls,waffles,beef,individual meals,beef,shampoo,ice cream,cheeses,poultry,vegetables,dinner rolls,pasta,lunch meat,fruits,bagels,dishwashing liquid/detergent,toilet paper,beef,ketchup,ketchup,poultry,hand soap,individual meals,pasta,ice cream,toilet paper,mixes,sandwich loaves,juice,shampoo,laundry detergent,waffles,spaghetti sauce,,
115,2/27/2000,eggs,bagels,coffee/tea,eggs,dishwashing liquid/detergent,cheeses,laundry detergent,hand soap,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2/27/2000,pork,ice cream,shampoo,vegetables,milk,toilet paper,cereals,laundry detergent,dinner rolls,sugar,pork,flour,sugar,,,,,,,,,,,,,,,,,,,,,,
117,2/28/2000,cheeses,pasta,ketchup,sandwich bags,waffles,sugar,beef,pork,milk,ice cream,soda,fruits,cereals,vegetables,fruits,flour,bagels,,,,,,,,,,,,,,,,,,
118,3/1/2000,beef,bagels,cheeses,soda,poultry,cheeses,vegetables,flour,dinner rolls,hand soap,laundry detergent,flour,vegetables,milk,dinner rolls,fruits,all- purpose,dinner rolls,pork,fruits,spaghetti sauce,poultry,milk,hand soap,pork,soap,pork,vegetables,dishwashing liquid/detergent,poultry,poultry,aluminum foil,pasta,,
119,3/1/2000,mixes,cheeses,yogurt,coffee/tea,coffee/tea,beef,toilet paper,shampoo,sandwich loaves,ketchup,sandwich loaves,paper towels,vegetables,vegetables,pork,lunch meat,cheeses,cereals,ice cream,tortillas,butter,flour,juice,waffles,hand soap,cheeses,,,,,,,,,
120,3/1/2000,bagels,paper towels,sugar,vegetables,sandwich loaves,spaghetti sauce,shampoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,3/1/2000,laundry detergent,beef,beef,sugar,toilet paper,aluminum foil,aluminum foil,hand soap,all- purpose,yogurt,eggs,flour,fruits,waffles,waffles,waffles,spaghetti sauce,yogurt,sandwich bags,all- purpose,aluminum foil,butter,hand soap,,,,,,,,,,,,
122,3/1/2000,tortillas,juice,waffles,vegetables,waffles,lunch meat,spaghetti sauce,juice,all- purpose,flour,soap,waffles,juice,spaghetti sauce,vegetables,pork,lunch meat,juice,cheeses,mixes,aluminum foil,cereals,waffles,,,,,,,,,,,,
123,3/1/2000,spaghetti sauce,vegetables,soap,soda,cheeses,toilet paper,shampoo,eggs,paper towels,mixes,individual meals,coffee/tea,all- purpose,sugar,waffles,flour,pork,bagels,pork,dishwashing liquid/detergent,beef,dishwashing liquid/detergent,cheeses,soap,,,,,,,,,,,
124,3/2/2000,hand soap,coffee/tea,sugar,cheeses,tortillas,all- purpose,milk,pasta,poultry,paper towels,yogurt,eggs,toilet paper,bagels,pork,milk,ice cream,,,,,,,,,,,,,,,,,,
125,3/2/2000,cheeses,cheeses,tortillas,spaghetti sauce,yogurt,beef,sandwich bags,laundry detergent,vegetables,soap,eggs,yogurt,juice,shampoo,vegetables,soap,mixes,eggs,dinner rolls,pork,,,,,,,,,,,,,,,
126,3/2/2000,cereals,fruits,dinner rolls,vegetables,sandwich loaves,flour,eggs,pork,pork,spaghetti sauce,spaghetti sauce,,,,,,,,,,,,,,,,,,,,,,,,
127,3/3/2000,pasta,butter,butter,poultry,beef,soap,fruits,vegetables,toilet paper,bagels,sugar,tortillas,poultry,toilet paper,fruits,pasta,beef,pasta,soda,dishwashing liquid/detergent,eggs,coffee/tea,cereals,all- purpose,soap,dinner rolls,,,,,,,,,
128,3/3/2000,vegetables,soap,sandwich bags,ice cream,individual meals,ice cream,mixes,aluminum foil,bagels,sandwich bags,cereals,butter,beef,dishwashing liquid/detergent,laundry detergent,sandwich bags,lunch meat,fruits,eggs,,,,,,,,,,,,,,,,
129,3/4/2000,all- purpose,paper towels,spaghetti sauce,cereals,dinner rolls,tortillas,toilet paper,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,3/4/2000,ice cream,cereals,spaghetti sauce,lunch meat,fruits,spaghetti sauce,beef,shampoo,individual meals,paper towels,cheeses,aluminum foil,cheeses,coffee/tea,poultry,aluminum foil,toilet paper,butter,waffles,waffles,paper towels,all- purpose,,,,,,,,,,,,,
131,3/5/2000,sandwich loaves,cheeses,aluminum foil,lunch meat,dinner rolls,sandwich bags,dinner rolls,flour,fruits,soda,aluminum foil,vegetables,eggs,mixes,sandwich bags,vegetables,butter,soap,ice cream,waffles,bagels,paper towels,individual meals,lunch meat,cheeses,vegetables,hand soap,,,,,,,,
132,3/5/2000,eggs,laundry detergent,laundry detergent,individual meals,poultry,juice,juice,lunch meat,sandwich bags,beef,dinner rolls,milk,toilet paper,pasta,ice cream,paper towels,mixes,beef,ice cream,spaghetti sauce,dishwashing liquid/detergent,milk,,,,,,,,,,,,,
133,3/6/2000,juice,pork,mixes,flour,vegetables,dishwashing liquid/detergent,vegetables,toilet paper,coffee/tea,soap,bagels,waffles,coffee/tea,pork,individual meals,poultry,yogurt,sandwich loaves,,,,,,,,,,,,,,,,,
134,3/6/2000,eggs,pasta,eggs,cheeses,vegetables,all- purpose,ice cream,hand soap,shampoo,ice cream,vegetables,bagels,sandwich loaves,waffles,coffee/tea,spaghetti sauce,beef,sandwich loaves,sandwich bags,spaghetti sauce,coffee/tea,shampoo,spaghetti sauce,flour,fruits,waffles,beef,sandwich bags,,,,,,,
135,3/6/2000,all- purpose,juice,sugar,bagels,spaghetti sauce,ketchup,shampoo,tortillas,sandwich loaves,vegetables,flour,mixes,dishwashing liquid/detergent,poultry,milk,shampoo,mixes,vegetables,dinner rolls,vegetables,cereals,individual meals,lunch meat,ketchup,sugar,juice,hand soap,flour,sugar,dinner rolls,laundry detergent,pasta,,,
136,3/6/2000,coffee/tea,eggs,ketchup,waffles,butter,sandwich loaves,sugar,sandwich bags,vegetables,shampoo,laundry detergent,sandwich bags,vegetables,cheeses,cereals,cereals,sugar,paper towels,laundry detergent,juice,waffles,individual meals,dinner rolls,coffee/tea,butter,dinner rolls,coffee/tea,vegetables,poultry,spaghetti sauce,,,,,
137,3/6/2000,dinner rolls,fruits,cheeses,waffles,vegetables,sandwich bags,aluminum foil,pasta,lunch meat,flour,butter,aluminum foil,poultry,,,,,,,,,,,,,,,,,,,,,,
138,3/6/2000,bagels,tortillas,fruits,toilet paper,milk,butter,cereals,cereals,pasta,bagels,sandwich loaves,beef,cereals,aluminum foil,coffee/tea,aluminum foil,paper towels,ketchup,vegetables,vegetables,flour,yogurt,sandwich loaves,ice cream,all- purpose,vegetables,juice,,,,,,,,
139,3/7/2000,vegetables,laundry detergent,vegetables,ice cream,milk,sugar,mixes,vegetables,tortillas,toilet paper,milk,sandwich bags,poultry,soda,sandwich loaves,dishwashing liquid/detergent,toilet paper,individual meals,sugar,soap,sandwich loaves,pork,,,,,,,,,,,,,
140,3/7/2000,sandwich loaves,butter,cereals,soda,dishwashing liquid/detergent,cheeses,cheeses,sandwich loaves,flour,hand soap,cereals,individual meals,,,,,,,,,,,,,,,,,,,,,,,
141,3/8/2000,soap,bagels,aluminum foil,beef,flour,spaghetti sauce,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,3/9/2000,cereals,pasta,butter,vegetables,dinner rolls,all- purpose,ketchup,cereals,ice cream,toilet paper,spaghetti sauce,,,,,,,,,,,,,,,,,,,,,,,,
143,3/9/2000,tortillas,pasta,yogurt,waffles,vegetables,waffles,mixes,cereals,eggs,soda,spaghetti sauce,mixes,dinner rolls,pasta,,,,,,,,,,,,,,,,,,,,,
144,3/9/2000,sandwich bags,bagels,aluminum foil,flour,individual meals,dinner rolls,ketchup,tortillas,butter,aluminum foil,paper towels,toilet paper,laundry detergent,dinner rolls,vegetables,hand soap,coffee/tea,aluminum foil,toilet paper,ketchup,paper towels,lunch meat,fruits,individual meals,mixes,all- purpose,pork,paper towels,soap,flour,sandwich bags,mixes,dinner rolls,,
145,3/10/2000,ice cream,pasta,fruits,aluminum foil,hand soap,vegetables,all- purpose,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,3/11/2000,laundry detergent,pork,hand soap,vegetables,ketchup,yogurt,butter,ice cream,lunch meat,laundry detergent,lunch meat,butter,yogurt,all- purpose,waffles,soda,all- purpose,,,,,,,,,,,,,,,,,,
147,3/12/2000,cereals,vegetables,juice,cereals,pork,poultry,sugar,vegetables,shampoo,yogurt,soap,,,,,,,,,,,,,,,,,,,,,,,,
148,3/12/2000,bagels,individual meals,dishwashing liquid/detergent,coffee/tea,dishwashing liquid/detergent,spaghetti sauce,cereals,milk,paper towels,lunch meat,vegetables,sugar,beef,toilet paper,spaghetti sauce,butter,paper towels,pork,beef,eggs,cereals,pasta,tortillas,vegetables,poultry,all- purpose,,,,,,,,,
149,3/13/2000,shampoo,ketchup,milk,all- purpose,mixes,cheeses,individual meals,yogurt,yogurt,paper towels,vegetables,pork,shampoo,pork,sugar,soap,sugar,shampoo,coffee/tea,butter,yogurt,vegetables,pork,eggs,bagels,mixes,,,,,,,,,
150,3/14/2000,individual meals,ice cream,butter,ketchup,ketchup,vegetables,pasta,sugar,eggs,sandwich loaves,individual meals,spaghetti sauce,dinner rolls,aluminum foil,eggs,ketchup,poultry,mixes,juice,pasta,hand soap,soda,juice,yogurt,butter,vegetables,individual meals,,,,,,,,
151,3/14/2000,spaghetti sauce,ketchup,cheeses,individual meals,spaghetti sauce,dishwashing liquid/detergent,soap,all- purpose,fruits,eggs,bagels,beef,waffles,sandwich loaves,vegetables,hand soap,soda,individual meals,soda,lunch meat,yogurt,eggs,sugar,flour,tortillas,,,,,,,,,,
152,3/15/2000,lunch meat,spaghetti sauce,paper towels,soap,eggs,mixes,coffee/tea,tortillas,eggs,waffles,laundry detergent,,,,,,,,,,,,,,,,,,,,,,,,
153,3/16/2000,sandwich bags,soda,spaghetti sauce,fruits,beef,lunch meat,sugar,yogurt,aluminum foil,vegetables,ketchup,dishwashing liquid/detergent,vegetables,eggs,dishwashing liquid/detergent,bagels,soda,vegetables,toilet paper,cereals,eggs,,,,,,,,,,,,,,
154,3/17/2000,flour,pasta,vegetables,sugar,pasta,sugar,bagels,milk,coffee/tea,flour,dinner rolls,aluminum foil,vegetables,ketchup,aluminum foil,individual meals,ice cream,ketchup,fruits,cheeses,fruits,cereals,soap,juice,hand soap,bagels,,,,,,,,,
155,3/18/2000,vegetables,cereals,sandwich bags,juice,tortillas,spaghetti sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,3/19/2000,vegetables,juice,poultry,sandwich bags,individual meals,shampoo,yogurt,fruits,coffee/tea,vegetables,ice cream,poultry,pork,coffee/tea,vegetables,toilet paper,hand soap,cereals,soap,beef,ice cream,waffles,sandwich loaves,vegetables,sandwich bags,sandwich loaves,sandwich bags,juice,vegetables,ketchup,soap,toilet paper,bagels,juice,
157,3/19/2000,waffles,all- purpose,coffee/tea,vegetables,eggs,beef,juice,bagels,vegetables,fruits,juice,vegetables,hand soap,flour,sugar,shampoo,juice,paper towels,aluminum foil,all- purpose,poultry,pasta,milk,shampoo,yogurt,soda,waffles,,,,,,,,
158,3/20/2000,tortillas,eggs,sandwich bags,cereals,hand soap,pasta,laundry detergent,poultry,eggs,pork,pasta,laundry detergent,,,,,,,,,,,,,,,,,,,,,,,
159,3/21/2000,butter,bagels,vegetables,toilet paper,cereals,sugar,laundry detergent,fruits,butter,dinner rolls,ice cream,bagels,ketchup,,,,,,,,,,,,,,,,,,,,,,
160,3/22/2000,ice cream,yogurt,toilet paper,coffee/tea,mixes,milk,soda,milk,cereals,,,,,,,,,,,,,,,,,,,,,,,,,,
161,3/23/2000,tortillas,pork,hand soap,dishwashing liquid/detergent,vegetables,fruits,cheeses,toilet paper,coffee/tea,vegetables,yogurt,dinner rolls,milk,poultry,cheeses,laundry detergent,cereals,dishwashing liquid/detergent,,,,,,,,,,,,,,,,,
162,3/23/2000,paper towels,sandwich bags,coffee/tea,cereals,dishwashing liquid/detergent,soap,dishwashing liquid/detergent,paper towels,ketchup,beef,spaghetti sauce,fruits,sandwich bags,sandwich bags,cheeses,paper towels,ketchup,vegetables,dinner rolls,vegetables,hand soap,soap,poultry,shampoo,milk,ice cream,soap,hand soap,,,,,,,
163,3/23/2000,juice,coffee/tea,ice cream,bagels,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,3/23/2000,beef,all- purpose,ketchup,eggs,dishwashing liquid/detergent,sugar,eggs,waffles,juice,dishwashing liquid/detergent,flour,eggs,all- purpose,flour,sandwich bags,flour,juice,juice,dishwashing liquid/detergent,juice,pasta,yogurt,poultry,laundry detergent,juice,vegetables,yogurt,shampoo,cheeses,toilet paper,soda,,,,
165,3/24/2000,flour,tortillas,vegetables,milk,hand soap,fruits,coffee/tea,sugar,pork,,,,,,,,,,,,,,,,,,,,,,,,,,
166,3/25/2000,beef,fruits,aluminum foil,bagels,eggs,flour,cheeses,paper towels,shampoo,aluminum foil,vegetables,coffee/tea,spaghetti sauce,juice,bagels,butter,fruits,soda,,,,,,,,,,,,,,,,,
167,3/26/2000,pasta,dinner rolls,soda,dinner rolls,dinner rolls,hand soap,dinner rolls,all- purpose,tortillas,sugar,individual meals,bagels,soap,ketchup,individual meals,butter,soap,poultry,,,,,,,,,,,,,,,,,
168,3/26/2000,shampoo,yogurt,all- purpose,mixes,bagels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,3/27/2000,all- purpose,hand soap,laundry detergent,yogurt,aluminum foil,bagels,fruits,mixes,mixes,soda,sandwich bags,vegetables,,,,,,,,,,,,,,,,,,,,,,,
170,3/28/2000,waffles,butter,ice cream,individual meals,all- purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,3/29/2000,spaghetti sauce,pasta,poultry,cereals,soap,laundry detergent,pasta,vegetables,dishwashing liquid/detergent,paper towels,paper towels,toilet paper,lunch meat,fruits,pork,poultry,beef,all- purpose,sandwich bags,butter,pasta,pork,sugar,beef,shampoo,cheeses,beef,individual meals,,,,,,,
172,3/30/2000,hand soap,eggs,dinner rolls,soap,individual meals,all- purpose,fruits,dinner rolls,laundry detergent,juice,dishwashing liquid/detergent,vegetables,,,,,,,,,,,,,,,,,,,,,,,
173,3/30/2000,eggs,vegetables,dishwashing liquid/detergent,eggs,eggs,vegetables,soda,juice,sugar,ice cream,soap,pasta,dishwashing liquid/detergent,individual meals,coffee/tea,all- purpose,flour,cheeses,soap,poultry,individual meals,coffee/tea,toilet paper,ice cream,toilet paper,sugar,lunch meat,,,,,,,,
174,3/30/2000,ketchup,beef,beef,mixes,vegetables,bagels,shampoo,milk,shampoo,flour,lunch meat,pork,yogurt,poultry,beef,juice,eggs,sandwich bags,eggs,aluminum foil,beef,poultry,dishwashing liquid/detergent,cheeses,butter,dishwashing liquid/detergent,,,,,,,,,
175,3/31/2000,paper towels,mixes,pork,ice cream,juice,dishwashing liquid/detergent,coffee/tea,vegetables,butter,toilet paper,mixes,juice,paper towels,sandwich loaves,dishwashing liquid/detergent,sandwich bags,dishwashing liquid/detergent,flour,laundry detergent,,,,,,,,,,,,,,,,
176,4/1/2000,juice,cheeses,ketchup,flour,mixes,tortillas,shampoo,sandwich loaves,fruits,spaghetti sauce,lunch meat,lunch meat,mixes,dishwashing liquid/detergent,yogurt,sugar,paper towels,paper towels,shampoo,yogurt,flour,lunch meat,bagels,laundry detergent,individual meals,dinner rolls,ice cream,yogurt,,,,,,,
177,4/2/2000,pasta,waffles,mixes,shampoo,laundry detergent,ketchup,paper towels,dinner rolls,ketchup,aluminum foil,,,,,,,,,,,,,,,,,,,,,,,,,
178,4/3/2000,lunch meat,fruits,pork,flour,cheeses,yogurt,juice,lunch meat,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,4/3/2000,pork,ketchup,vegetables,toilet paper,tortillas,juice,ketchup,spaghetti sauce,all- purpose,lunch meat,mixes,spaghetti sauce,ice cream,cheeses,paper towels,poultry,lunch meat,coffee/tea,sandwich bags,soda,coffee/tea,poultry,flour,soap,coffee/tea,laundry detergent,aluminum foil,soda,shampoo,milk,yogurt,vegetables,poultry,,
180,4/3/2000,butter,vegetables,paper towels,shampoo,fruits,yogurt,dinner rolls,lunch meat,all- purpose,dishwashing liquid/detergent,vegetables,toilet paper,mixes,soda,laundry detergent,poultry,sandwich loaves,lunch meat,cheeses,butter,shampoo,ice cream,flour,soda,toilet paper,ketchup,individual meals,soap,bagels,vegetables,hand soap,shampoo,laundry detergent,,
181,4/4/2000,spaghetti sauce,vegetables,hand soap,milk,hand soap,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,4/5/2000,ice cream,aluminum foil,sandwich bags,mixes,dinner rolls,milk,tortillas,milk,fruits,pasta,pasta,lunch meat,yogurt,cheeses,vegetables,dinner rolls,waffles,hand soap,cheeses,aluminum foil,eggs,paper towels,all- purpose,flour,soap,coffee/tea,dishwashing liquid/detergent,,,,,,,,
183,4/6/2000,vegetables,toilet paper,juice,aluminum foil,all- purpose,beef,juice,paper towels,coffee/tea,individual meals,,,,,,,,,,,,,,,,,,,,,,,,,
184,4/6/2000,sandwich bags,individual meals,eggs,ice cream,bagels,vegetables,poultry,dinner rolls,vegetables,butter,mixes,tortillas,spaghetti sauce,cereals,tortillas,pork,juice,dinner rolls,eggs,spaghetti sauce,,,,,,,,,,,,,,,
185,4/6/2000,dinner rolls,waffles,flour,lunch meat,milk,tortillas,sandwich loaves,yogurt,flour,beef,shampoo,cereals,vegetables,waffles,aluminum foil,hand soap,sugar,poultry,fruits,mixes,sandwich loaves,cereals,spaghetti sauce,ketchup,laundry detergent,toilet paper,eggs,hand soap,,,,,,,
186,4/7/2000,poultry,beef,pork,aluminum foil,sandwich bags,soda,beef,toilet paper,poultry,soap,pasta,ketchup,,,,,,,,,,,,,,,,,,,,,,,
187,4/7/2000,sugar,flour,mixes,dishwashing liquid/detergent,ketchup,ketchup,bagels,all- purpose,hand soap,shampoo,yogurt,hand soap,poultry,vegetables,aluminum foil,tortillas,,,,,,,,,,,,,,,,,,,
188,4/7/2000,shampoo,cheeses,sandwich bags,cereals,laundry detergent,aluminum foil,yogurt,all- purpose,bagels,shampoo,soap,pasta,yogurt,lunch meat,vegetables,cereals,fruits,milk,sandwich bags,yogurt,beef,eggs,eggs,eggs,aluminum foil,tortillas,cereals,spaghetti sauce,milk,beef,juice,shampoo,,,
189,4/7/2000,soda,beef,dinner rolls,ketchup,pasta,milk,soap,hand soap,coffee/tea,hand soap,vegetables,ice cream,eggs,bagels,flour,coffee/tea,individual meals,fruits,cheeses,soap,soda,bagels,butter,dishwashing liquid/detergent,,,,,,,,,,,
190,4/8/2000,aluminum foil,beef,cheeses,ice cream,hand soap,laundry detergent,ketchup,juice,lunch meat,butter,vegetables,dishwashing liquid/detergent,vegetables,,,,,,,,,,,,,,,,,,,,,,
191,4/8/2000,vegetables,waffles,milk,laundry detergent,vegetables,dinner rolls,vegetables,milk,spaghetti sauce,toilet paper,pork,sugar,lunch meat,toilet paper,sandwich loaves,ketchup,juice,eggs,coffee/tea,waffles,individual meals,,,,,,,,,,,,,,
192,4/9/2000,bagels,flour,individual meals,flour,poultry,butter,hand soap,eggs,butter,flour,butter,ketchup,laundry detergent,spaghetti sauce,shampoo,butter,,,,,,,,,,,,,,,,,,,
193,4/10/2000,vegetables,soap,dinner rolls,ice cream,sandwich loaves,toilet paper,sandwich bags,juice,ketchup,beef,cheeses,soap,paper towels,,,,,,,,,,,,,,,,,,,,,,
194,4/11/2000,pasta,pork,sugar,sandwich bags,pasta,ketchup,sandwich bags,pork,sandwich loaves,spaghetti sauce,milk,bagels,,,,,,,,,,,,,,,,,,,,,,,
195,4/12/2000,coffee/tea,ketchup,pasta,tortillas,sandwich loaves,laundry detergent,soap,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,4/12/2000,dinner rolls,milk,flour,beef,soda,sandwich loaves,ice cream,fruits,ice cream,fruits,soda,all- purpose,,,,,,,,,,,,,,,,,,,,,,,
197,4/13/2000,vegetables,ice cream,bagels,pork,all- purpose,ice cream,ice cream,vegetables,pasta,poultry,dishwashing liquid/detergent,ice cream,hand soap,soap,butter,ketchup,sandwich bags,butter,fruits,,,,,,,,,,,,,,,,
198,4/13/2000,shampoo,individual meals,paper towels,mixes,ketchup,aluminum foil,juice,spaghetti sauce,fruits,,,,,,,,,,,,,,,,,,,,,,,,,,
199,4/13/2000,spaghetti sauce,pasta,dinner rolls,aluminum foil,sandwich loaves,ice cream,vegetables,butter,cereals,butter,beef,soda,toilet paper,cheeses,waffles,,,,,,,,,,,,,,,,,,,,
200,4/13/2000,aluminum foil,coffee/tea,pasta,aluminum foil,lunch meat,sandwich loaves,sandwich bags,sugar,aluminum foil,tortillas,individual meals,juice,vegetables,,,,,,,,,,,,,,,,,,,,,,
201,4/14/2000,bagels,all- purpose,vegetables,paper towels,fruits,poultry,poultry,mixes,vegetables,soda,milk,individual meals,sugar,yogurt,,,,,,,,,,,,,,,,,,,,,
202,4/14/2000,toilet paper,dinner rolls,milk,tortillas,ice cream,vegetables,dinner rolls,poultry,vegetables,all- purpose,dishwashing liquid/detergent,vegetables,cereals,butter,hand soap,paper towels,milk,juice,tortillas,soap,sandwich bags,laundry detergent,mixes,dinner rolls,dishwashing liquid/detergent,poultry,pasta,,,,,,,,
203,4/15/2000,poultry,spaghetti sauce,sandwich loaves,flour,soap,vegetables,eggs,vegetables,poultry,cereals,cheeses,fruits,vegetables,paper towels,flour,ketchup,pasta,pasta,spaghetti sauce,sandwich bags,bagels,toilet paper,paper towels,vegetables,all- purpose,ice cream,mixes,,,,,,,,
204,4/16/2000,all- purpose,milk,vegetables,dinner rolls,butter,all- purpose,sandwich loaves,waffles,yogurt,vegetables,coffee/tea,flour,bagels,vegetables,lunch meat,poultry,toilet paper,fruits,poultry,cereals,eggs,vegetables,pork,pasta,flour,sandwich bags,sandwich loaves,poultry,cheeses,all- purpose,juice,sandwich loaves,butter,tortillas,
205,4/17/2000,eggs,beef,lunch meat,beef,mixes,individual meals,milk,shampoo,all- purpose,yogurt,individual meals,spaghetti sauce,paper towels,cereals,aluminum foil,flour,bagels,,,,,,,,,,,,,,,,,,
